Item Number,Brand,Processor,GPU,Type,Maximum Resolution,Model,OS,Storage Type,Features,Price,SSD Capacity (GB),RAM Size (GB),Hard Drive Capacity (GB),Screen Size (in),Processor Speed (GHz)
85264985076,Panasonic,Intel Core i5 7th Gen.,Intel HD Graphics 615,Notebook/Laptop,1920 x 1200,Panasonic Toughbook CF-20,Windows 10 Pro,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, LTE, Rugged, Stylus, Touchscreen, Wi-Fi, 2D Barcode Reader, Dual Battery, Fingerprint Reader, Infrared Camera",669.0,256.0,16.0,256.0,10.1,3.3
85264985082,HP,Intel Core i7 2nd Gen.,AMD Radeon Graphics,Notebook/Laptop,1600 x 900,HP ProBook,Windows 10 Pro,HDD,"10/100 LAN Card, Bluetooth, Built-in Webcam",175.0,1024.0,8.0,1024.0,17.3,2.67
85264985084,Dell,Intel Core i7 13th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5540,Windows 11 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",709.99,512.0,16.0,512.0,15.6,1.8
85264985088,HP,Intel Core i5 1st Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Samsung ChromeBook,Chrome OS,SSD,Bluetooth,798.89,128.0,8.0,128.0,13.5,1.3
85264985097,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1200,HP EliteBook 860 G9,Windows 11 Pro,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",816.18,256.0,16.0,256.0,16.0,4.4
85264985103,Acer,AMD Ryzen 5,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,Acer Aspire 3 A315-24PT-R4U2,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",499.49,512.0,16.0,512.0,15.6,2.8
85264985114,Dell,Intel Celeron,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,P22T,Chrome OS,SSD,"Bluetooth, Built-in Webcam, 10/100 LAN Card, Wi-Fi, Touchscreen, 3D Camera",49.0,32.0,4.0,32.0,11.6,1.6
85264985118,Acer,Intel Celeron N4020,Intel UHD Graphics 600,Notebook/Laptop,1920 x 1080,Acer 315 Chromebook,Chrome OS,eMMC,"Built-in Webcam, Built-in Microphone",100.0,64.0,4.0,64.0,15.6,1.1
85264985133,Acer,Intel Core i9 12th Gen,NVIDIA GeForce RTX 3080,Notebook/Laptop,2560 x 1600,Acer Predator Triton 500 SE PT516-52S-99EL,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",2349.0,1024.0,32.0,1024.0,16.0,5.0
85264985145,Lenovo,Intel Core i7 8th Gen,Intel UHD Graphics 620,Notebook,1920 x 1080,T480,Microsoft Windows 11,SSD,"Backlit Keyboard,  Built-In Webcam,  Built-in Wi-Fi Adapter,  Built-in Speakers,  15.6-hour Lithium-Ion battery,  1920 x 1080 14 inch LED display,  Built-In Microphone,  Biometric Security (Fingerprint Reader) Included,  Built-in Bluetooth Adapter,  1.9 GHz Quad-core Intel Core i7-8650U cpu w/ 8 MB cache",249.95,256.0,24.0,256.0,14.0,1.9
85264985149,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,3840 x 2160,Dell Inspiron 15 7506,Windows 11 Home,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Optane Memory,  Touch ID,  Touchscreen,  Wi-Fi",500.0,1024.0,16.0,1024.0,15.6,2.8
85264985154,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7400 2in1,Windows 11 Pro,SSD,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",296.27,512.0,16.0,512.0,14.0,1.6
85264985181,Lenovo,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,20NY-S3Y600,Windows 10,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",187.99,256.0,8.0,256.0,14.0,1.6
85264985195,Dell,11th Generation Intel® Core™ i7-1165G7,NVIDIA GeForce MX350,Notebook/Laptop,2560 x 1600,Inspiron 7000,Windows 10 Pro,SSD,"Backlit Keyboard, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Optane Memory, Touchscreen, Wi-Fi",400.0,512.0,16.0,512.0,17.0,2.8
85264985197,Acer,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,1600 x 900,Acer Aspire 3,Windows 11 Home,SSD,Bluetooth,399.0,256.0,8.0,256.0,17.3,3.0
85264985198,Dell,Intel Core i5 4th Gen.,Intel HD Graphics,Notebook/Laptop,0,Dell Latitude E5440,Windows 10 Pro,SSD,"Built-in Microphone, Wi-Fi, Built-in Webcam",199.95,1024.0,8.0,1024.0,14.1,2.7
85264985206,Dell,Intel Celeron,Intel UHD Graphics,Notebook/Laptop,1366 x 768,Dell Latitude 11 3190 2-in-1,Windows 10 Pro,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi",199.0,64.0,4.0,64.0,11.6,2.6
85264985220,HP,Intel Core i7 6th Gen.,AMD Radeon R7 M365X,Notebook/Laptop,0,HP Elitebook 850 G3,Windows 10 Pro,SSD,"Bluetooth, Wi-Fi, Backlit Keyboard, Built-in Microphone, Built-in Webcam, 10/100 LAN Card",169.95,256.0,8.0,256.0,15.6,2.6
85264985227,HP,Intel Celeron,Intel Celeron N4020,Notebook/Laptop,1366 x 768,Stream 11.6,Windows 10 S,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",174.0,64.0,4.0,64.0,11.6,1.1
85264985228,HP,Intel Pentium Silver,Intel HD Graphics,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Wi-Fi, Built-in Webcam, Bluetooth, Built-in Microphone",49.99,64.0,4.0,64.0,14.0,2.7
85264985229,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,3000 x 2000,Elite X2 1013 G3,Windows 11 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet",415.0,128.0,16.0,1024.0,13.0,1.9
85264985238,Dell,Intel Core i7 6th Gen.,Intel® HD Graphics,Notebook/Laptop,1366 x 768,Latitude E7270,Windows 11 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Rugged, Built-in Microphone",125.0,256.0,16.0,256.0,12.5,2.6
85264985257,HP,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,HP Chromebook,Chrome OS,eMMC,"Touchscreen, Built-in Webcam, Wi-Fi",100.0,32.0,4.0,64.0,14.0,1.1
85264985263,Microsoft,AMD Ryzen 7,AMD Radeon Graphics,Notebook/Laptop,0,Microsoft Surface Laptop 4,Windows 11 Home,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",739.0,512.0,8.0,512.0,15.0,2.0
85264985330,Dell,Intel Celeron,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,P22T,Chrome OS,SSD,"Bluetooth, Built-in Webcam, 10/100 LAN Card, Wi-Fi, Touchscreen, 3D Camera",49.0,32.0,4.0,32.0,11.6,1.6
85264985349,ASUS,Intel Celeron N,Intel HD Graphics 500,Notebook/Laptop,1920 x 1080,Samsung ChromeBook,Chrome OS,eMMC,"Bluetooth, Built-in Webcam, Built-in Microphone, Wi-Fi, Rugged",164.46,64.0,64.0,64.0,14.0,1.1
85264985351,HP,i5-7200U,Intel UHD Graphics 620,Notebook/Laptop,2736 x 1824,HP ELITE X2 1012 G2,Windows 11 Pro,SSD,Touchscreen,89.99,128.0,8.0,128.0,12.3,2.5
85264985366,Panasonic,Intel Core i5 7th Gen.,Intel HD Graphics 615,Notebook/Laptop,1920 x 1200,Panasonic Toughbook CF-20,Windows 11 Pro,SSD,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  LTE,  Rugged,  Stylus,  Touchscreen,  Wi-Fi,  2D Barcode Reader,  Dual Battery,  Fingerprint Reader,  Infrared Camera",668.0,256.0,16.0,256.0,10.1,3.3
85264985469,Lenovo,Intel Celeron N2940 1.83GHz Quad,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo Thinkpad Yoga 11e,Chrome OS,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Rugged, Wi-Fi",25.5,16.0,4.0,16.0,11.6,1.83
85264985470,HP,Intel Pentium Silver,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,SSD,"Bluetooth, Wi-Fi, Built-in Webcam",34.99,64.0,4.0,64.0,14.0,1.1
85264985472,Dell,Intel Core i7 13th Gen.,Integrated Graphics,Notebook/Laptop,1920 x 1080,Latitude 5440 Laptop,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",888.88,512.0,16.0,512.0,14.0,5.0
85264985476,Panasonic,Intel Core i5 7th Gen.,Intel HD Graphics 615,Notebook/Laptop,1920 x 1200,Panasonic Toughbook CF-20,Windows 11 Pro,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, LTE, Rugged, Stylus, Touchscreen, Wi-Fi, 2D Barcode Reader, Dual Battery, Fingerprint Reader, Infrared Camera",668.0,256.0,16.0,256.0,10.1,3.3
85264985481,Dell,Intel Core i7 3rd Gen.,Intel HD Graphics 4000,Notebook/Laptop,1366 x 768,Dell Latitude E6530,Windows 10 Pro,SSD,"Widescreen Display, Bluetooth, Optical Drive, 10/100 LAN Card, Built-in Webcam, Wi-Fi, Built-in Microphone, Backlit Keyboard",79.95,256.0,8.0,24.0,15.6,2.7
85264985487,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,3000 x 2000,Elite X2 1013 G3,Windows 11 Pro,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",415.0,128.0,16.0,1024.0,13.0,1.9
85264985493,Dell,Intel Core i7 7th Gen.,NVIDIA GeForce GTX 1050 Ti,Notebook/Laptop,1920 x 1080,Alienware 15 R3,Windows 10 Home,HDD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",300.0,256.0,8.0,1024.0,15.0,2.8
85264985495,ASUS,Intel Celeron N,Intel HD Graphics 500,Notebook/Laptop,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Backlit Keyboard, Force Touch Trackpad, Multi-Touch Trackpad, Built-in Webcam, Wi-Fi, Rugged",99.99,32.0,4.0,32.0,14.0,1.1
85264985497,HP,Intel Celeron N,Intel HD Graphics,Chromebook,1366 x 768,HP Chromebook 11 G5,Chrome OS,SSD,Bluetooth,44.0,32.0,4.0,32.0,11.6,1.6
85264985502,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,HP ProBook,Windows 10,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",299.99,256.0,16.0,256.0,15.6,4.3
85264985507,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Laptop,1920 x 1080,Inspiron 15,Windows 11,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",359.99,256.0,8.0,256.0,15.6,1.0
85264985558,Lenovo,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,eMMC,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",74.99,32.0,4.0,32.0,11.6,2.4
85264985565,Acer,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Acer Chromebook C720,Chrome OS,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Stylus",49.99,16.0,2.0,16.0,11.6,1.4
85264985572,Acer,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Acer Chromebook C720,Chrome OS,SSD,"10/100 LAN Card, Bluetooth, Built-in Webcam, Stylus, Widescreen Display, Wi-Fi",42.99,16.0,2.0,16.0,11.6,1.4
85264985574,Dell,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,Dell Latitude 3190,Windows 10 Pro,SSD,Touchscreen,99.0,128.0,4.0,128.0,11.6,1.1
85264985576,HP,AMD Ryzen 7,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,HP Dev One Notebook PC,Pop OS,SSD,"Bluetooth,  Wifi",538.99,1024.0,16.0,1024.0,14.0,1.9
85264985577,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,SSD,Wi-Fi,289.99,500.0,32.0,512.0,14.0,2.6
85264985580,Getac,Core i7 6th gen.,Intel HD Graphics 520,Notebook/Laptop,0,Getac S410,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  LTE,  Rugged,  Touchscreen,  Wi-Fi",250.0,128.0,16.0,128.0,14.1,2.6
85264985582,Lenovo,Qualcomm Snapdragon 8cx Gen 3 SC8280XP,Integrated Qualcomm Adreno 690 Graphics,Notebook/Laptop,1920 x 1200,Lenovo ThinkPad X13s,Windows 11 Pro,SSD,"Touchscreen, 5G, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",529.99,512.0,16.0,512.0,13.3,3.0
85264985585,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,3072 x 1920,Dell Inspiron 16 7620,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",575.0,1024.0,4.0,1024.0,16.0,4.7
85264985590,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7420,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",349.99,256.0,16.0,256.0,14.0,3.0
85264985597,Dell,Intel Core i5-8365U,Intel UHD Graphics 620,Notebook/Laptop,0,Dell Latitude 5500,Windows 11,SSD,"Built-in Webcam, Built-in Microphone",263.28,256.0,16.0,256.0,14.0,1.6
85264985598,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Tablet,1920 x 1280,Dell Latitude 5290,Windows 11 Pro,SSD,Touchscreen,110.0,256.0,8.0,256.0,12.3,1.7
85264985601,Lenovo,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Notebook/Laptop,1366 x 768,Lenovo ThinkPad E540,Windows 10 Pro,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  DVD-Drive,  Built-in Speakers",100.0,256.0,8.0,256.0,15.6,2.4
85264985666,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1449.99,512.0,32.0,512.0,14.0,2.4
85264985670,HP,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Notebook/Laptop,3840 x 2160,HP Envy,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",819.99,1024.0,8.0,1024.0,13.3,1.6
85264985677,Lenovo,AMD Ryzen 5,AMD Radeon Vega 8,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad A485,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",199.0,512.0,16.0,512.0,14.0,2.0
85264985680,ASUS,Intel Celeron N,Intel UHD Graphics,Notebook/Laptop,1366 x 768,ASUS VivoBook Flip,Windows 11 Home,eMMC,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",196.99,64.0,4.0,64.0,14.0,1.1
85264985691,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7320,Not Included,SSD,"Bluetooth, Built-in Webcam, Wi-Fi",449.95,256.0,16.0,256.0,14.0,3.0
85264985695,Lenovo,MediaTek Helio P60T,Integrated,Chromebook,1920 x 1200,CT-X636F,Chrome OS,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",115.0,128.0,4.0,128.0,10.1,2.0
85264985696,Lenovo,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Notebook/Laptop,1920 x 1080,Yoga Creator 7i,Windows 10,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",1012.28,512.0,8.0,512.0,15.6,2.5
85264985706,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Hp Elitebook 840,Windows 10,SSD,"Backlit Keyboard,  Built-in Webcam,  Wi-Fi",189.99,256.0,16.0,256.0,14.0,1.6
85264985712,Microsoft,Intel Core i5 7th Gen.,Intel HD Graphics 620,Tablet,2736 x 1824,Microsoft Surface Pro,Windows 10,SSD,"Bluetooth, Built-In Webcam, Wi-Fi, Multi-Touch Trackpad, Touch Screen, Backlit Keyboard, 3d Camera, Touch Idaho, Built-in Microphone",299.0,256.0,8.0,256.0,12.3,2.6
85264985718,Microsoft,Intel Core i3 10th Gen.,Intel Core i3-1005G1,Notebook/Laptop,2736 x 1824,Microsoft Surface Pro,Windows 11 Home,SSD,"Bluetooth,  Touchscreen,  Wi-Fi",150.0,128.0,4.0,128.0,12.3,1.2
85264985720,Dell,Intel Core i5 7th Gen.,NVIDIA GeForce GTX 1050 Ti,Notebook/Laptop,1920 x 1080,Dell Inspiron 15 7000,Windows 10 Home,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",450.0,256.0,8.0,1024.0,15.6,2.5
85264985721,Dell,Intel Core i7 3rd Gen.,Nvida Quadro K1000m,Notebook/Laptop,1920 x 1080,Dell Precision M4700,Windows 11 Pro,HDD,"Built-in Microphone,  Built-in Webcam",199.0,512.0,16.0,512.0,15.6,2.7
85264985728,Dell,Intel Core i7 8th Gen.,Intel HD Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7490,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",169.0,512.0,16.0,512.0,14.0,1.9
85264985729,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1200,HP EliteBook 860 G9,Windows 11 Pro,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",816.18,256.0,16.0,256.0,16.0,4.4
85264985730,Acer,Intel Celeron,Intel UHD Graphics,Notebook/Laptop,1366 x 912,Samsung ChromeBook,Chrome OS,SSD,"Touchscreen, Wi-Fi, Bluetooth, Built-in Webcam",375.36,32.0,4.0,32.0,12.0,1.1
85264985735,Lenovo,Intel Core i7 12th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkBook 14 G4,Windows 11 Pro,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Touch ID, Built-in Microphone",1019.2,512.0,8.0,512.0,14.0,1.7
85264985850,Dell,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,Notebook/Laptop,3840 x 2160,"Precision 5510, Dell Precision 5510",Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Backlit Keyboard, Built-in Microphone",329.0,512.0,16.0,512.0,15.6,2.7
85264985851,Microsoft,Intel Core i7 6th Gen.,NVIDIA GeForce GPU,Notebook/Laptop,3000 x 2000,Microsoft Surface Book,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard",250.0,512.0,16.0,512.0,13.5,2.6
85264985854,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5520,Windows 11 Pro,SSD,Wi-Fi,1049.99,256.0,16.0,256.0,15.6,2.8
85264985857,Gateway,Intel Pentium Silver,Intel UHD Graphics 605,Notebook/Laptop,1920 x 1080,Gateway Ultra Slim GWTN156-11BL,Windows 10 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",148.0,128.0,4.0,128.0,15.6,1.1
85264985858,Microsoft,Intel Core i7 7th Gen.,Intel HD Graphics,Notebook/Laptop,2256 x 1504,Microsoft Surface 1769,Windows 10,SSD,"Bluetooth, Wi-Fi, Built-in Webcam, Touchscreen, Backlit Keyboard",199.99,256.0,8.0,256.0,13.5,2.5
85264985873,HP,Intel Core i5 6th Gen.,Intel HD Graphics 520,Notebook/Laptop,1920 x 1080,HP Elitebook 840 G3,Windows 10 Pro,SSD,Bluetooth,24.99,240.0,8.0,24.0,14.0,2.3
85264985874,Lenovo,Intel Core i5-4300M CPU @ 1.90 GHz,Intel HD Graphics,Notebook/Laptop,1600 x 900,Lenovo ThinkPad T440,Windows 11 Pro,SSD,"Built-in Webcam,  Wi-Fi",119.0,256.0,8.0,256.0,14.0,1.9
85264985877,Acer,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1024 x 480,C732 Chromebook,Chrome OS,SSD,"Bluetooth, Built-in Webcam, Wi-Fi",48.99,16.0,4.0,16.0,11.6,2.16
85264985883,Acer,Intel Core i3 11th Gen.,Intel UHD Graphics,Notebook/Laptop,1600 x 900,Acer Aspire 3,Windows 11 Home,SSD,Bluetooth,399.0,256.0,8.0,256.0,17.3,3.0
85264985891,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1249.99,256.0,8.0,256.0,14.0,2.4
85264985905,HP,Intel i7 8th Gen,Intel UHD Graphics 620,Notebook,1920 x 1080,HP EliteBook 850 G5,Windows 11 Pro,SSD,1080p FHD,449.99,512.0,32.0,512.0,15.6,1.9
85264985931,Dell,Intel Core i7 8th Gen.,Intel HD Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7490,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",169.0,512.0,16.0,512.0,14.0,1.9
85264985935,Lenovo,Intel Core i7 10th Gen.,Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad E14,Windows 10 Pro,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",280.0,256.0,8.0,256.0,14.0,1.8
85264985937,HP,i7-1165G7,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,HP ProBook 450 G8,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Optane Memory",389.0,512.0,16.0,512.0,15.6,2.8
85264985995,Lenovo,AMD Ryzen 5,AMD Radeon Vega 8,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad A485,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",199.0,512.0,16.0,512.0,14.0,2.0
85264985996,Acer,Intel Celeron N,Intel HD Graphics,Notebook/Laptop,1024 x 480,C732 Chromebook,Chrome OS,SSD,"Bluetooth, Built-in Webcam, Wi-Fi",48.99,16.0,4.0,16.0,11.6,2.16
85264986021,Samsung,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Samsung Chromebook 3,Chrome OS,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi",32.99,16.0,4.0,16.0,11.6,2.5
85264986034,Dell,intel Core i5-5300U,Intel HD Graphics 5300,Notebook/Laptop,1920 x 1080,"Dell Chromebook 13 -7310, i5",Chrome OS,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",115.0,32.0,8.0,32.0,13.3,2.3
85264986044,Lenovo,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,20NY-S3Y600,Windows 10,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",187.99,256.0,8.0,256.0,14.0,1.6
85264986048,Dell,Intel Core 2 Duo,Mobile Intel Express Chipset Family,Notebook/Laptop,0,Dell Latitude D820,Windows 10,HDD,Optical Drive,99.99,250.0,2.0,256.0,15.4,2.0
85264986073,Lenovo,MediaTek Helio P60T,Integrated,Chromebook,1920 x 1200,CT-X636F,Chrome OS,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",175.0,128.0,4.0,128.0,10.1,2.0
85264986082,Lenovo,Intel Core i5-6200U,Intel HD Graphics,Notebook/Laptop,1366 x 768,Lenovo ThinkPad E560,Windows 10 Pro,SSD,"3D Camera,  Bluetooth,  Built-in Webcam,  Optical Drive,  Touch ID,  Wi-Fi",149.0,500.0,8.0,512.0,15.6,2.3
85264986083,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook,1920 x 1080,Latitude 5430 Rugged,Windows 11 Pro,SSD,Rugged,1249.99,256.0,8.0,256.0,14.0,2.4
85264986089,ASUS,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,2880 x 1800,ASUS VivoBook,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Wi-Fi",528.88,512.0,8.0,512.0,14.0,2.5
85264986090,Dell,Intel Core i5 6th Gen.,Intel HD Graphics 530,Notebook/Laptop,1920 x 1080,Latitude 5480,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",125.96,256.0,8.0,512.0,14.0,2.4
85264986092,Dell,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,Notebook/Laptop,3840 x 2160,"Precision 5510, Dell Precision 5510",Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Backlit Keyboard, Built-in Microphone",239.0,512.0,16.0,512.0,15.6,2.7
85264986093,Samsung,Qualcomm Snapdragon 8cx Gen 2,Intel UHD Graphics,Laptop,1920 x 1080,Galaxy Book,Windows 10 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, LTE, Built-in Microphone",203.72,256.0,4.0,256.0,14.0,3.2
85264986096,HP,AMD Ryzen 7,AMD Radeon RX Vega 10,Notebook/Laptop,1920 x 1080,ELITEBOOK 745 G6,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",239.98,512.0,32.0,512.0,14.0,2.3
